I,II,V1,V2,V3,V4,V5,V6,status,x
-8,-5,-2,-6,-11,-11,-4,-12,0,2873
-7,-4,-2,-6,-11,-11,-3,-12,0,2874
-7,-4,-2,-6,-11,-11,-3,-12,0,2875
-7,-4,-2,-6,-11,-11,-3,-11,0,2876
-7,-4,-2,-6,-11,-10,-3,-11,0,2877
-7,-4,-1,-6,-11,-10,-3,-11,0,2878
-7,-4,-1,-6,-11,-10,-3,-11,0,2879
-7,-4,-1,-6,-10,-10,-2,-11,0,2880
-7,-4,-1,-6,-10,-10,-2,-11,0,2881
-7,-4,-1,-6,-10,-10,-2,-11,0,2882
-7,-3,-1,-6,-10,-9,-2,-11,0,2883
-7,-3,-1,-6,-10,-9,-2,-11,0,2884
-6,-3,-1,-6,-10,-9,-2,-11,0,2885
-6,-3,-1,-5,-10,-9,-2,-11,0,2886
-6,-3,-1,-5,-9,-9,-2,-11,0,2887
-6,-3,-1,-5,-9,-9,-2,-11,0,2888
-6,-3,-1,-5,-9,-9,-2,-11,0,2889
-6,-3,-1,-5,-9,-9,-2,-11,0,2890
-5,-3,-1,-5,-9,-9,-2,-11,0,2891
-5,-3,-1,-5,-9,-9,-2,-10,0,2892
-5,-3,-1,-5,-9,-8,-2,-10,0,2893
-5,-3,-1,-5,-9,-8,-2,-10,0,2894
-5,-3,-1,-5,-9,-8,-2,-10,0,2895
-5,-3,-1,-5,-8,-8,-2,-10,0,2896
-5,-3,-1,-4,-8,-8,-2,-10,0,2897
-5,-3,-1,-4,-8,-8,-2,-10,0,2898
-5,-3,-1,-4,-8,-8,-2,-10,0,2899
-5,-3,-1,-4,-8,-7,-2,-10,0,2900
-5,-2,-1,-4,-8,-7,-2,-10,0,2901
-6,-2,-1,-4,-8,-7,-2,-10,0,2902
-6,-2,-1,-4,-8,-7,-1,-10,0,2903
-6,-2,-1,-4,-8,-7,-1,-10,0,2904
-6,-2,-1,-4,-7,-7,-1,-9,0,2905
-6,-2,-1,-4,-7,-7,-1,-9,0,2906
-6,-2,-1,-4,-7,-7,-1,-9,0,2907
-6,-2,-1,-3,-7,-6,-1,-9,0,2908
-6,-2,-1,-3,-7,-6,-1,-9,0,2909
-6,-2,-1,-3,-7,-6,-1,-9,0,2910
-5,-2,-1,-3,-7,-6,-1,-9,0,2911
-5,-1,-1,-3,-6,-6,-1,-9,0,2912
-5,-1,-1,-3,-6,-6,-1,-9,0,2913
-5,-1,-1,-3,-6,-6,-1,-9,0,2914
-5,-1,-1,-3,-6,-6,-1,-8,0,2915
-5,-1,0,-3,-6,-5,-1,-8,0,2916
-5,-1,0,-3,-6,-5,-1,-8,0,2917
-5,-1,0,-3,-6,-5,-1,-8,0,2918
-5,-1,0,-3,-6,-5,-1,-8,0,2919
-5,-1,0,-3,-6,-5,0,-8,0,2920
-4,-1,0,-3,-6,-5,0,-8,0,2921
-4,-1,0,-2,-6,-5,0,-8,0,2922
-4,-1,0,-2,-5,-5,0,-8,0,2923
-4,-1,0,-2,-5,-5,0,-8,0,2924
-4,-1,0,-2,-5,-4,0,-8,0,2925
-4,-1,0,-2,-5,-4,0,-8,0,2926
-4,-1,0,-2,-5,-4,0,-8,0,2927
-4,-1,0,-2,-5,-4,0,-8,0,2928
-4,-1,0,-2,-5,-4,0,-8,0,2929
-4,-1,0,-2,-5,-4,0,-8,0,2930
-3,-1,0,-2,-4,-4,0,-8,0,2931
-3,-1,0,-2,-4,-4,0,-7,0,2932
-3,-1,0,-2,-4,-4,0,-7,0,2933
-3,0,0,-2,-4,-3,0,-7,0,2934
-3,0,0,-2,-4,-3,0,-7,0,2935
-3,0,0,-2,-4,-3,0,-7,0,2936
-3,0,0,-1,-4,-3,0,-7,0,2937
-3,0,0,-1,-3,-3,0,-7,0,2938
-3,0,0,-1,-3,-3,0,-7,0,2939
-3,0,0,-1,-3,-3,0,-7,0,2940
-3,0,0,-1,-3,-2,0,-7,0,2941
-3,0,0,-1,-3,-2,0,-7,0,2942
-3,0,0,-1,-3,-2,0,-7,0,2943
-3,0,0,-1,-3,-2,0,-7,0,2944
-3,0,0,-1,-3,-2,0,-7,0,2945
-3,0,0,-1,-3,-2,0,-7,0,2946
-3,0,0,-1,-3,-2,0,-7,0,2947
-3,0,0,-1,-3,-2,0,-6,0,2948
-3,0,0,-1,-2,-2,1,-6,0,2949
-3,0,0,-1,-2,-2,1,-6,0,2950
-3,0,0,-1,-2,-2,1,-6,0,2951
-3,0,0,-1,-2,-2,1,-6,0,2952
-2,0,0,-1,-2,-1,1,-6,0,2953
-2,0,0,0,-2,-1,1,-6,0,2954
-2,0,0,0,-1,-1,1,-5,0,2955
-2,0,0,0,-1,-1,1,-5,0,2956
-2,0,0,0,-1,-1,1,-5,0,2957
-2,0,0,0,-1,-1,1,-5,0,2958
-2,0,0,0,-1,0,1,-5,0,2959
-2,0,0,0,0,0,1,-5,0,2960
-2,0,0,0,0,0,1,-5,0,2961
-2,0,0,0,0,0,2,-5,0,2962
-2,1,0,0,0,0,2,-5,0,2963
-2,1,0,0,0,0,2,-5,0,2964
-2,1,0,0,0,0,2,-5,0,2965
-1,1,0,0,0,0,2,-5,0,2966
-1,1,0,0,0,0,2,-5,0,2967
-1,1,0,0,0,0,2,-5,0,2968
-1,1,0,0,0,0,2,-5,0,2969
-1,1,0,0,0,0,2,-5,0,2970
-1,1,0,0,0,0,2,-5,0,2971
-1,1,0,0,0,0,2,-5,0,2972
-1,1,0,0,0,0,2,-5,0,2973
-1,1,0,0,0,0,2,-5,0,2974
-1,1,0,1,0,0,2,-5,0,2975
-1,1,0,1,0,0,2,-5,0,2976
-1,1,0,1,0,0,2,-5,0,2977
-1,2,0,1,0,0,2,-5,0,2978
-1,2,0,1,0,0,2,-5,0,2979
-1,2,0,1,0,0,2,-5,0,2980
-1,2,0,1,0,0,2,-4,0,2981
-1,2,0,1,0,0,2,-4,0,2982
-1,2,0,1,0,0,2,-4,0,2983
-1,2,0,1,0,0,2,-4,0,2984
-1,2,0,1,0,0,2,-4,0,2985
-1,2,0,2,0,0,2,-4,0,2986
-1,2,0,2,0,0,3,-4,0,2987
-1,2,0,2,0,0,3,-4,0,2988
-1,2,0,2,0,0,3,-4,0,2989
-1,2,0,2,0,0,3,-4,0,2990
-1,2,0,2,0,0,3,-4,0,2991
-1,2,0,2,1,1,3,-4,0,2992
-1,2,1,2,1,1,3,-4,0,2993
-1,2,1,2,1,1,4,-4,0,2994
-1,2,1,2,1,1,4,-4,0,2995
-1,2,1,2,1,1,4,-4,0,2996
-1,2,1,2,1,1,4,-4,0,2997
0,3,1,2,1,1,4,-4,0,2998
0,3,1,2,1,2,4,-3,0,2999
0,3,1,3,1,2,4,-3,0,3000
0,3,1,3,1,2,4,-3,0,3001
0,3,1,3,1,2,4,-3,0,3002
0,3,1,3,1,2,4,-3,0,3003
0,3,1,3,1,2,4,-3,0,3004
0,4,1,3,2,2,4,-3,0,3005
0,4,1,3,2,2,4,-3,0,3006
0,4,1,3,2,2,4,-3,0,3007
0,4,1,3,2,2,4,-3,0,3008
0,4,1,3,2,2,4,-3,0,3009
0,4,1,3,2,2,4,-3,0,3010
0,4,1,3,2,2,4,-3,0,3011
0,4,1,3,2,2,4,-3,0,3012
0,4,1,3,2,2,4,-3,0,3013
0,4,1,3,2,2,4,-3,0,3014
0,4,1,3,2,2,4,-2,0,3015
0,4,1,4,2,2,4,-2,0,3016
0,4,1,4,2,2,5,-2,0,3017
0,4,1,4,2,2,5,-2,0,3018
0,4,1,4,2,2,4,-2,0,3019
0,3,1,4,1,2,4,-2,0,3020
0,3,1,4,1,2,4,-2,0,3021
0,3,1,4,1,1,4,-2,0,3022
0,2,1,4,0,1,4,-2,0,3023
0,2,1,3,0,1,4,-2,0,3024
0,1,0,3,0,1,4,-3,0,3025
0,1,0,3,0,1,4,-3,0,3026
1,1,0,3,0,2,4,-2,0,3027
1,1,0,4,0,3,5,-2,0,3028
2,1,0,4,1,4,7,-1,0,3029
3,2,1,5,3,7,9,0,0,3030
4,4,1,7,6,10,12,1,0,3031
6,6,1,9,10,14,16,4,0,3032
9,10,2,11,14,18,21,6,0,3033
12,14,4,14,20,24,26,10,0,3034
16,19,6,18,27,31,33,14,0,3035
21,26,8,23,34,38,40,19,0,3036
26,33,11,29,43,47,47,25,0,3037
32,42,14,35,51,55,56,31,0,3038
39,50,17,42,60,64,65,37,0,3039
46,60,21,49,70,73,74,44,0,3040
54,71,25,56,79,83,83,52,0,3041
62,82,29,64,89,92,92,60,0,3042
70,93,32,71,98,101,101,67,0,3043
78,103,36,79,106,109,109,75,0,3044
86,114,40,86,114,116,116,82,0,3045
94,124,43,92,121,123,123,89,0,3046
100,133,46,98,127,129,129,95,0,3047
106,141,49,103,132,134,134,100,0,3048
112,148,51,107,137,138,138,104,0,3049
116,154,53,111,140,141,142,108,0,3050
120,159,54,113,143,143,144,110,0,3051
122,162,54,115,144,144,145,112,0,3052
123,164,55,116,145,145,146,113,0,3053
124,164,54,115,145,145,145,112,0,3054
123,163,53,114,144,144,144,111,0,3055
121,161,52,112,143,142,142,109,0,3056
118,157,50,108,140,139,139,106,0,3057
114,152,47,104,137,135,136,102,0,3058
109,145,44,99,133,131,131,97,0,3059
103,138,41,93,128,125,126,92,0,3060
96,129,38,87,122,119,119,86,0,3061
89,120,34,79,115,111,112,79,0,3062
81,110,30,72,107,103,105,72,0,3063
73,99,26,64,99,95,96,65,0,3064
65,88,23,57,90,85,87,58,0,3065
57,77,19,49,81,76,78,50,0,3066
48,66,15,42,72,66,69,43,0,3067
41,56,12,34,63,57,59,36,0,3068
33,46,9,28,53,48,50,30,0,3069
27,37,7,22,45,40,42,24,0,3070
22,29,4,17,37,32,34,18,0,3071
16,22,2,12,30,25,27,13,0,3072
12,15,1,10,23,19,20,8,0,3073
8,10,0,6,17,14,14,5,0,3074
5,6,0,4,12,10,10,2,0,3075
3,3,0,2,8,6,6,0,0,3076
1,0,-1,1,5,4,3,-2,0,3077
0,0,-1,0,3,2,1,-3,0,3078
0,-1,-1,0,1,1,0,-3,0,3079
0,-2,-1,0,0,0,0,-3,0,3080
0,-2,-1,0,0,0,-1,-3,0,3081
0,-1,-1,0,-1,0,0,-2,0,3082
0,-1,-1,0,-1,0,0,-1,0,3083
0,0,-1,0,0,0,0,0,0,3084
0,0,0,0,0,1,0,0,0,3085
0,0,0,1,0,1,1,1,0,3086
0,1,0,1,0,1,2,2,0,3087
0,1,0,1,1,1,2,2,0,3088
0,2,0,1,1,1,3,3,0,3089
0,2,0,1,1,2,3,3,0,3090
0,2,0,2,2,2,4,3,0,3091
0,3,0,2,2,2,4,3,0,3092
1,3,0,2,3,2,4,3,0,3093
1,3,0,2,3,3,5,4,0,3094
2,4,0,2,4,3,5,4,0,3095
2,4,0,3,5,4,6,4,0,3096
3,5,0,3,6,5,6,4,0,3097
4,6,0,3,6,6,7,5,0,3098
5,6,0,3,7,7,8,5,0,3099
5,7,0,3,7,7,8,5,0,3100
6,7,-1,2,7,7,8,5,0,3101
7,7,-2,2,5,7,8,5,0,3102
7,7,-3,0,3,5,7,5,0,3103
7,6,-4,-1,-1,3,6,3,0,3104
6,5,-5,-4,-6,0,3,1,0,3105
4,2,-6,-6,-12,-6,0,-1,0,3106
2,-1,-7,-9,-20,-13,-6,-5,0,3107
-2,-6,-7,-12,-28,-21,-13,-11,0,3108
-6,-13,-7,-15,-36,-30,-21,-18,0,3109
-12,-20,-5,-17,-43,-39,-31,-26,0,3110
-18,-28,-3,-18,-48,-47,-40,-34,0,3111
-24,-37,1,-16,-49,-53,-49,-42,0,3112
-31,-45,7,-12,-46,-56,-57,-49,0,3113
-36,-51,16,-3,-35,-53,-61,-54,0,3114
-41,-55,28,9,-17,-44,-61,-56,0,3115
-43,-54,42,25,11,-26,-55,-53,0,3116
-41,-49,58,48,48,0,-42,-45,0,3117
-36,-37,76,75,97,39,-20,-29,0,3118
-26,-17,95,106,155,88,11,-5,0,3119
-10,9,114,141,223,149,52,26,0,3120
11,45,132,176,297,220,104,66,0,3121
38,90,148,211,375,300,166,115,0,3122
71,144,160,243,453,386,236,172,0,3123
109,204,166,269,528,476,311,234,0,3124
150,270,166,286,595,564,390,300,0,3125
195,339,158,292,650,647,469,368,0,3126
240,408,141,285,688,721,545,434,0,3127
284,475,114,262,706,782,614,496,0,3128
326,536,79,222,703,827,672,551,0,3129
362,589,34,167,675,852,718,596,0,3130
393,631,-16,96,625,856,748,629,0,3131
415,661,-73,12,553,839,761,648,0,3132
429,676,-134,-82,463,800,756,653,0,3133
433,676,-196,-182,357,742,734,643,0,3134
427,660,-257,-285,242,668,695,618,0,3135
412,631,-313,-384,123,580,642,581,0,3136
388,588,-362,-477,6,483,577,533,1024,3137
357,534,-402,-557,-105,382,503,476,0,3138
320,473,-431,-621,-205,281,425,414,0,3139
279,406,-448,-667,-288,184,345,348,0,3140
236,336,-453,-693,-354,95,266,283,0,3141
192,267,-445,-698,-398,17,192,219,0,3142
149,200,-426,-683,-423,-47,126,160,0,3143
109,139,-396,-650,-428,-97,68,108,0,3144
73,85,-359,-601,-416,-134,21,62,0,3145
41,40,-316,-540,-389,-156,-16,26,0,3146
16,3,-269,-470,-350,-166,-44,-3,0,3147
-5,-25,-221,-395,-304,-166,-62,-24,0,3148
-20,-46,-174,-320,-254,-156,-72,-39,0,3149
-31,-58,-130,-247,-203,-141,-76,-48,0,3150
-37,-65,-90,-180,-153,-121,-73,-51,0,3151
-39,-66,-56,-120,-108,-100,-67,-51,0,3152
-39,-63,-27,-69,-69,-78,-59,-47,0,3153
-36,-57,-4,-27,-37,-58,-49,-42,0,3154
-32,-49,11,5,-11,-40,-40,-37,0,3155
-28,-41,22,27,8,-25,-30,-31,0,3156
-23,-33,29,42,20,-13,-22,-25,0,3157
-18,-26,33,51,28,-5,-15,-20,0,3158
-14,-19,33,54,31,0,-10,-16,0,3159
-10,-14,31,53,31,4,-6,-13,0,3160
-7,-10,28,50,29,5,-3,-11,0,3161
-5,-7,25,45,26,5,-2,-9,0,3162
-3,-5,21,39,23,4,-1,-8,0,3163
-2,-3,18,34,19,3,0,-8,0,3164
-1,-3,15,28,15,1,0,-7,0,3165
-1,-3,13,24,13,0,-1,-7,0,3166
-1,-3,11,20,10,-1,-1,-8,0,3167
-1,-3,10,18,9,-2,-1,-8,0,3168
-1,-4,9,16,8,-3,-2,-8,0,3169
-1,-4,8,15,7,-3,-2,-8,0,3170
-2,-4,8,14,7,-4,-2,-8,0,3171
-2,-5,8,13,7,-4,-2,-8,0,3172
-2,-5,8,13,7,-4,-2,-8,0,3173
-2,-5,8,13,7,-4,-2,-8,0,3174
-2,-5,8,13,7,-3,-2,-8,0,3175
-2,-5,8,14,8,-3,-2,-8,0,3176
-2,-5,8,14,8,-3,-2,-8,0,3177
-2,-5,8,14,8,-3,-2,-8,0,3178
-2,-5,8,14,8,-3,-2,-7,0,3179
-2,-4,8,14,8,-2,-2,-7,0,3180
-2,-4,8,14,8,-2,-1,-7,0,3181
-1,-4,8,14,8,-2,-1,-7,0,3182
-1,-4,8,14,9,-2,-1,-7,0,3183
-1,-4,8,14,9,-2,-1,-7,0,3184
-1,-4,7,14,9,-2,-1,-7,0,3185
-1,-4,7,14,9,-2,-1,-7,0,3186
-1,-4,7,14,9,-1,-1,-7,0,3187
-1,-4,7,14,9,-1,-1,-7,0,3188
-1,-4,7,14,9,-1,-1,-7,0,3189
-1,-4,7,14,9,-1,-1,-7,0,3190
-1,-4,7,14,9,-1,-1,-7,0,3191
-1,-4,7,14,9,-1,-1,-7,0,3192
-1,-4,7,14,9,-1,-1,-7,0,3193
-1,-4,7,14,9,-1,-1,-7,0,3194
-1,-4,7,14,9,0,-1,-7,0,3195
-1,-4,7,13,9,0,-1,-6,0,3196
-1,-4,7,13,9,0,-1,-6,0,3197
-1,-4,7,13,9,0,-1,-6,0,3198
-1,-3,7,13,9,0,-1,-6,0,3199
-1,-3,7,13,9,0,-1,-6,0,3200
-1,-4,7,13,8,0,-1,-6,0,3201
-1,-4,7,12,8,-1,-1,-6,0,3202
-1,-4,7,12,7,-1,-1,-6,0,3203
-1,-4,7,12,7,-1,-1,-6,0,3204
-1,-4,7,12,6,-2,-1,-7,0,3205
-1,-4,6,11,6,-2,-1,-7,0,3206
-1,-4,6,11,6,-2,-1,-7,0,3207
-1,-4,6,11,6,-2,-1,-7,0,3208
-1,-3,6,11,7,-1,-1,-6,0,3209
0,-3,6,12,8,0,-1,-6,0,3210
1,-1,6,12,11,1,-1,-5,0,3211
2,0,6,13,15,3,0,-4,0,3212
4,1,7,15,20,6,1,-2,0,3213
6,4,7,16,26,11,2,0,0,3214
8,8,9,19,34,16,4,2,0,3215
12,12,10,21,43,23,7,6,0,3216
16,18,12,25,52,31,11,10,0,3217
20,24,14,29,64,40,15,15,0,3218
25,31,16,33,77,49,19,20,0,3219
30,39,19,38,91,60,24,26,0,3220
37,46,22,44,107,73,30,32,0,3221
44,55,25,50,123,86,37,38,0,3222
51,65,29,57,141,100,44,45,0,3223
59,75,33,65,159,115,51,52,0,3224
67,86,37,73,177,131,59,60,0,3225
75,97,41,81,196,147,68,67,0,3226
83,108,44,90,216,163,78,75,0,3227
92,119,48,100,235,180,88,83,0,3228
100,131,52,110,254,198,98,90,0,3229
109,142,56,120,273,215,109,98,0,3230
117,153,60,131,292,232,120,106,0,3231
125,164,63,141,310,249,131,113,0,3232
133,174,66,153,328,265,142,120,0,3233
141,185,69,164,346,281,153,128,0,3234
148,195,72,175,362,297,165,135,0,3235
156,204,75,186,379,312,176,141,0,3236
162,214,77,197,394,326,186,148,0,3237
169,223,80,207,409,339,197,154,0,3238
175,231,82,217,423,352,207,160,0,3239
181,239,85,226,436,363,216,166,0,3240
187,247,87,235,449,374,225,171,0,3241
192,255,89,243,461,385,233,176,0,3242
197,261,91,250,472,394,240,181,0,3243
202,268,92,257,482,403,246,185,0,3244
206,274,94,262,492,411,252,189,0,3245
210,279,96,267,500,418,257,192,0,3246
213,284,97,272,509,425,262,195,0,3247
216,288,99,275,516,431,265,198,0,3248
219,292,100,278,522,436,269,200,0,3249
221,295,101,281,528,441,271,202,0,3250
223,298,102,283,532,445,274,204,0,3251
225,300,103,285,536,448,276,205,0,3252
226,301,103,287,539,450,277,206,0,3253
227,303,104,288,540,452,278,207,0,3254
228,303,104,289,540,453,279,207,0,3255
228,303,105,289,539,453,280,207,0,3256
228,303,105,290,537,452,280,207,0,3257
228,302,105,290,533,449,280,206,0,3258
228,301,105,289,529,446,279,205,0,3259
227,299,104,288,522,442,278,203,0,3260
225,297,103,286,515,437,277,201,0,3261
223,294,102,284,506,430,275,199,0,3262
221,290,101,282,496,422,272,197,0,3263
217,286,99,279,485,413,269,194,0,3264
214,281,97,275,473,403,266,190,0,3265
209,275,94,270,459,392,262,187,0,3266
204,269,92,265,445,380,257,182,0,3267
198,262,88,260,430,367,251,178,0,3268
192,254,85,253,415,352,245,172,0,3269
185,245,81,246,398,337,238,167,0,3270
178,236,77,239,381,322,231,160,0,3271
169,226,73,230,363,305,223,153,0,3272
161,215,69,221,344,288,214,146,0,3273
152,204,64,211,324,270,204,138,0,3274
142,192,60,201,304,252,194,129,0,3275
132,179,55,189,282,233,182,121,0,3276
122,166,50,177,260,214,171,111,0,3277
112,152,46,164,238,194,158,102,0,3278
101,139,41,151,215,175,145,92,0,3279
91,125,36,138,192,155,132,83,0,3280
80,111,32,124,170,135,119,73,0,3281
70,97,27,110,147,116,105,63,0,3282
60,84,23,96,125,98,91,54,0,3283
50,71,19,82,104,80,78,45,0,3284
40,58,15,69,84,63,65,36,0,3285
31,46,11,57,65,48,53,29,0,3286
24,36,7,45,48,33,42,21,0,3287
17,26,4,35,33,20,31,14,0,3288
10,17,1,25,20,8,22,8,0,3289
4,9,0,17,8,-1,13,2,0,3290
-1,1,-1,10,-2,-9,5,-2,0,3291
-5,-4,-2,4,-11,-16,0,-6,0,3292
-8,-9,-4,-1,-17,-21,-5,-10,0,3293
-11,-13,-5,-5,-23,-25,-10,-13,0,3294
-13,-16,-5,-8,-26,-28,-13,-15,0,3295
-14,-19,-6,-10,-29,-30,-15,-17,0,3296
-15,-20,-6,-12,-30,-31,-17,-18,0,3297
-16,-22,-6,-13,-31,-31,-18,-19,0,3298
-16,-22,-6,-14,-31,-31,-19,-19,0,3299
-16,-22,-6,-14,-31,-30,-19,-19,0,3300
-16,-22,-6,-14,-30,-30,-19,-19,0,3301
-16,-22,-6,-13,-30,-29,-18,-18,0,3302
-16,-21,-5,-13,-29,-28,-18,-18,0,3303
-16,-21,-5,-12,-28,-27,-18,-17,0,3304
-16,-20,-5,-12,-27,-26,-17,-16,0,3305
-16,-19,-5,-11,-27,-25,-17,-16,0,3306
-16,-19,-5,-11,-26,-25,-17,-15,0,3307
-16,-18,-5,-10,-26,-24,-16,-15,0,3308
-16,-18,-5,-10,-25,-24,-16,-14,0,3309
-16,-17,-5,-10,-25,-24,-16,-14,0,3310
-16,-17,-5,-9,-25,-23,-15,-14,0,3311
-15,-16,-5,-9,-24,-23,-15,-14,0,3312
-15,-16,-5,-9,-24,-22,-14,-14,0,3313
-15,-15,-4,-9,-23,-22,-14,-14,0,3314
-14,-14,-4,-9,-23,-21,-13,-14,0,3315
-14,-14,-4,-9,-22,-21,-13,-14,0,3316
-13,-13,-4,-9,-21,-20,-12,-13,0,3317
-13,-13,-4,-9,-21,-20,-11,-13,0,3318
-13,-12,-4,-9,-20,-19,-11,-13,0,3319
-12,-12,-4,-9,-20,-18,-10,-13,0,3320
-12,-11,-4,-9,-19,-18,-10,-13,0,3321
-12,-11,-4,-9,-19,-18,-9,-13,0,3322
-12,-11,-4,-9,-18,-17,-9,-13,0,3323
-12,-10,-4,-9,-18,-17,-9,-13,0,3324
-12,-10,-4,-9,-18,-17,-9,-13,0,3325
-12,-10,-3,-9,-18,-17,-9,-13,0,3326
-12,-10,-3,-9,-18,-17,-8,-12,0,3327
-12,-10,-3,-9,-18,-16,-8,-12,0,3328
-12,-10,-3,-9,-18,-16,-8,-12,0,3329
-12,-10,-3,-9,-18,-16,-8,-12,0,3330
-12,-10,-3,-8,-18,-16,-8,-13,0,3331
-12,-9,-3,-8,-17,-16,-8,-13,0,3332
-12,-9,-3,-8,-17,-16,-8,-13,0,3333
-12,-9,-3,-8,-17,-16,-8,-13,0,3334
-12,-9,-3,-8,-17,-16,-8,-13,0,3335
-12,-9,-3,-8,-17,-16,-8,-13,0,3336
-11,-9,-3,-8,-17,-16,-8,-13,0,3337
-11,-9,-3,-8,-17,-16,-7,-12,0,3338
-11,-9,-3,-8,-17,-15,-7,-12,0,3339
-11,-9,-3,-8,-16,-15,-7,-12,0,3340
-11,-8,-3,-8,-16,-15,-7,-12,0,3341
-11,-8,-3,-7,-16,-15,-7,-12,0,3342
-11,-8,-3,-7,-16,-15,-7,-12,0,3343
-10,-8,-3,-7,-16,-15,-7,-12,0,3344
-10,-8,-2,-7,-16,-15,-7,-12,0,3345
-10,-8,-2,-7,-16,-15,-7,-12,0,3346
-10,-8,-2,-7,-16,-15,-6,-12,0,3347
-10,-8,-2,-7,-16,-15,-6,-12,0,3348
-10,-8,-2,-7,-15,-15,-6,-12,0,3349
-10,-7,-2,-7,-15,-14,-6,-11,0,3350
-10,-7,-2,-7,-15,-14,-6,-11,0,3351
-10,-7,-2,-7,-15,-14,-6,-11,0,3352
-10,-7,-2,-7,-15,-14,-6,-11,0,3353
-10,-7,-2,-7,-15,-14,-6,-12,0,3354
-10,-7,-2,-6,-15,-14,-6,-12,0,3355
-10,-7,-2,-6,-14,-14,-5,-12,0,3356
-10,-7,-2,-6,-14,-14,-5,-12,0,3357
-10,-7,-2,-6,-14,-13,-5,-12,0,3358
-10,-6,-2,-6,-14,-13,-5,-12,0,3359
-10,-6,-2,-6,-14,-13,-5,-12,0,3360
-10,-6,-2,-6,-14,-13,-5,-12,0,3361
-10,-6,-2,-6,-14,-13,-5,-12,0,3362
-10,-6,-2,-6,-14,-13,-5,-11,0,3363
-10,-6,-2,-6,-14,-13,-5,-11,0,3364
-10,-6,-2,-6,-13,-13,-4,-11,0,3365
-9,-5,-2,-6,-13,-13,-4,-11,0,3366
-9,-5,-2,-6,-13,-13,-4,-11,0,3367
-9,-5,-2,-6,-13,-13,-4,-11,0,3368
-9,-5,-2,-6,-13,-12,-4,-11,0,3369
-9,-5,-2,-6,-13,-12,-4,-11,0,3370
-9,-5,-2,-6,-13,-12,-4,-11,0,3371
-9,-5,-2,-6,-13,-12,-4,-11,0,3372
-9,-5,-2,-6,-13,-12,-4,-11,0,3373
-9,-5,-2,-6,-12,-11,-3,-11,0,3374
-9,-5,-1,-6,-12,-11,-3,-11,0,3375
-9,-5,-1,-6,-12,-11,-3,-11,0,3376
-9,-5,-1,-5,-12,-11,-3,-11,0,3377
-9,-5,-1,-5,-12,-11,-3,-10,0,3378
-9,-5,-1,-5,-12,-11,-3,-10,0,3379
-9,-5,-1,-5,-12,-10,-3,-10,0,3380
-9,-5,-1,-5,-11,-10,-3,-10,0,3381
-8,-4,-1,-5,-11,-10,-3,-10,0,3382
-8,-4,-1,-5,-11,-10,-3,-10,0,3383
-8,-4,-1,-5,-11,-10,-3,-10,0,3384
-8,-4,-1,-5,-11,-10,-3,-10,0,3385
-8,-4,-1,-4,-11,-10,-3,-9,0,3386
-8,-4,-1,-4,-11,-9,-3,-9,0,3387
-8,-4,-1,-4,-10,-9,-3,-9,0,3388
-8,-4,-1,-4,-10,-9,-3,-9,0,3389
-8,-4,-1,-4,-10,-9,-3,-9,0,3390
-8,-4,-1,-4,-10,-9,-3,-9,0,3391
-7,-4,0,-4,-10,-9,-3,-9,0,3392
-7,-4,0,-4,-9,-9,-3,-9,0,3393
-7,-4,0,-4,-9,-9,-3,-9,0,3394
-7,-3,0,-4,-9,-8,-3,-9,0,3395
-7,-3,0,-4,-9,-8,-2,-9,0,3396
-7,-3,0,-4,-9,-8,-2,-9,0,3397
-7,-3,0,-4,-9,-8,-2,-9,0,3398
-7,-3,0,-4,-9,-8,-2,-9,0,3399
-7,-3,0,-4,-8,-7,-2,-9,0,3400
-7,-3,0,-4,-8,-7,-2,-9,0,3401
-8,-3,0,-4,-8,-7,-2,-9,0,3402
-8,-3,0,-4,-8,-7,-2,-9,0,3403
-8,-3,0,-4,-8,-7,-2,-9,0,3404
-8,-3,0,-4,-8,-7,-2,-9,0,3405
-7,-3,0,-4,-8,-7,-1,-8,0,3406
-7,-2,0,-4,-8,-7,-1,-8,0,3407
-7,-2,0,-4,-7,-7,-1,-8,0,3408
-7,-2,0,-4,-7,-6,-1,-8,0,3409
-7,-2,0,-4,-7,-6,-1,-8,0,3410
-7,-2,0,-4,-7,-6,-1,-8,0,3411
-7,-2,0,-4,-7,-6,-1,-8,0,3412
-7,-2,0,-4,-7,-6,-1,-8,0,3413
-7,-2,0,-4,-7,-6,-1,-8,0,3414
-7,-2,0,-4,-7,-5,-1,-8,0,3415
-7,-2,0,-4,-7,-5,-1,-8,0,3416
-7,-1,0,-3,-7,-5,-1,-8,0,3417
-7,-1,0,-3,-7,-5,-1,-8,0,3418
-6,-1,0,-3,-7,-5,-1,-8,0,3419
-6,-1,0,-3,-7,-5,-1,-8,0,3420
-6,-1,0,-3,-6,-5,-1,-8,0,3421
-6,-1,0,-3,-6,-5,-1,-8,0,3422
-6,-1,0,-3,-6,-5,-1,-8,0,3423
-6,-1,0,-3,-6,-5,-1,-8,0,3424
-6,-1,0,-3,-6,-5,-1,-7,0,3425
-6,-1,0,-2,-6,-5,-1,-7,0,3426
-6,-1,0,-2,-5,-5,-1,-7,0,3427
-5,0,0,-2,-5,-5,-1,-7,0,3428
-5,0,0,-2,-5,-4,-1,-7,0,3429
-5,0,0,-2,-5,-4,0,-7,0,3430
